"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2018","3","B","M","E","3301850","Guapimirim","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","7980904.4","57105","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T17:38:20Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3106200","Belo Horizonte","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","69732523.78","2513451","Total de Despesas Intraorçamentária","2018-09-26T18:56:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3159100","Santana dos Montes","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","645210.66","3892","Total das Despesas Exceto Intra-Orçamentárias","2018-10-02T15:14:28Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3302858","Mesquita","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","15082133.7","171020","Total das Despesas Exceto Intra-Orçamentárias","2018-07-20T21:35:04Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","52882530.97","304705","Total das Despesas Exceto Intra-Orçamentárias","2019-01-24T19:06:41Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3304300","Rio Bonito","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7158446.9","59814","Total das Despesas Exceto Intra-Orçamentárias","2019-05-20T17:25:17Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3118908","Cordisburgo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","595246.52","8883","Total das Despesas Exceto Intra-Orçamentárias","2019-08-02T16:42:20Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3136652","Juatuba","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2990947.45","26484","Total das Despesas Exceto Intra-Orçamentárias","2019-04-15T17:45:35Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3157807","Santa Luzia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","18238459.64","218147","Total das Despesas Exceto Intra-Orçamentárias","2020-04-02T13:27:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3131000","Inhaúma","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","927047.04","6200","Total das Despesas Exceto Intra-Orçamentárias","2018-05-22T11:49:05Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3105004","Baldim","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","798406.13","8061","Total das Despesas Exceto Intra-Orçamentárias","2018-08-31T15:48:20Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3136207","João Monlevade","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","52026","79100","Total de Despesas Intraorçamentária","2018-10-08T19:36:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3149309","Pedro Leopoldo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5875109.17","63406","Total das Despesas Exceto Intra-Orçamentárias","2018-12-14T18:40:32Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3522505","Itapevi","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1992792.67","234352","Total de Despesas Intraorçamentária","2019-10-02T01:31:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3141108","Matozinhos","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3866605.52","37473","Total das Despesas Exceto Intra-Orçamentárias","2019-10-15T19:43:53Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3510609","Carapicuíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","13810600.43","394465","Total das Despesas Exceto Intra-Orçamentárias","2018-10-10T19:11:48Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3106705","Betim","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","67668219.22","422354","Total das Despesas Exceto Intra-Orçamentárias","2018-06-06T17:51:49Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3106705","Betim","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","55284731.44","422354","Total das Despesas Exceto Intra-Orçamentárias","2018-06-06T17:51:49Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3525003","Jandira","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","12400875.37","123481","Total das Despesas Exceto Intra-Orçamentárias","2019-07-22T14:05:41Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3510609","Carapicuíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","23881198.04","398611","Total das Despesas Exceto Intra-Orçamentárias","2019-11-28T17:33:53Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3510609","Carapicuíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","20244660.13","398611","Total das Despesas Exceto Intra-Orçamentárias","2019-11-28T17:33:53Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3305802","Teresópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","12245806.7","174587","Total das Despesas Exceto Intra-Orçamentárias","2018-09-28T20:30:28Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3156700","Sabará","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","209362.68","135421","Total de Despesas Intraorçamentária","2019-06-25T01:30:35Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3157807","Santa Luzia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","20056726.1","217610","Total das Despesas Exceto Intra-Orçamentárias","2018-07-12T18:08:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3157807","Santa Luzia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","917336.86","217610","Total de Despesas Intraorçamentária","2018-07-12T18:08:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3302007","Itaguaí","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","15991962","125913","Total das Despesas Exceto Intra-Orçamentárias","2019-08-21T01:32:20Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3149309","Pedro Leopoldo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","8171014.16","63406","Total das Despesas Exceto Intra-Orçamentárias","2018-12-14T18:40:32Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","-12655","144525","Total de Despesas Intraorçamentária","2019-02-06T01:31:52Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3156700","Sabará","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","7846231.4","135196","Total das Despesas Exceto Intra-Orçamentárias","2018-08-21T01:31:42Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3505708","Barueri","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","58069618.54","264935","Total das Despesas Exceto Intra-Orçamentárias","2018-04-03T19:50:40Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","313361.67","125376","Total de Despesas Intraorçamentária","2019-08-14T17:25:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13189207.02","125376","Total das Despesas Exceto Intra-Orçamentárias","2019-08-14T17:25:47Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3106200","Belo Horizonte","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","226427185.37","2513451","Total das Despesas Exceto Intra-Orçamentárias","2018-11-26T13:48:09Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3127206","Funilândia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","681251.97","4237","Total das Despesas Exceto Intra-Orçamentárias","2018-11-23T20:19:08Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3513009","Cotia","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","21645526.06","233696","Total das Despesas Exceto Intra-Orçamentárias","2018-11-26T20:07:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3303500","Nova Iguaçu","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","64362922.6","797435","Total das Despesas Exceto Intra-Orçamentárias","2018-08-01T15:12:22Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3156700","Sabará","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","176797.04","135196","Total de Despesas Intraorçamentária","2018-08-21T01:31:42Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3539103","Pirapora do Bom Jesus","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","203346.43","17913","Total de Despesas Intraorçamentária","2018-10-24T01:31:25Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3509007","Caieiras","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","528539.19","97016","Total de Despesas Intraorçamentária","2019-01-30T15:39:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3205200","Vila Velha","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","28218151.74","479664","Total das Despesas Exceto Intra-Orçamentárias","2019-07-01T15:35:10Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3205101","Viana","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","219107.17","75652","Total de Despesas Intraorçamentária","2018-06-06T01:36:40Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3518701","Guarujá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","45243110.35","313421","Total das Despesas Exceto Intra-Orçamentárias","2018-06-14T18:10:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3534401","Osasco","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","100985731.02","696382","Total das Despesas Exceto Intra-Orçamentárias","2018-07-27T18:24:24Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3534401","Osasco","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6318739.56","696382","Total de Despesas Intraorçamentária","2018-07-27T18:24:24Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3301702","Duque de Caxias","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2668743.1","886917","Total de Despesas Intraorçamentária","2018-08-04T01:30:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3201308","Cariacica","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1926177.31","384621","Total de Despesas Intraorçamentária","2018-03-28T19:51:55Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3130101","Igarapé","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","5503669.38","42246","Total das Despesas Exceto Intra-Orçamentárias","2020-02-18T17:27:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3509007","Caieiras","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","668843.49","100129","Total de Despesas Intraorçamentária","2019-12-16T17:19:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3518800","Guarulhos","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","162060780.5","1365899","Total das Despesas Exceto Intra-Orçamentárias","2019-12-01T01:39:08Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6593526.14","304705","Total de Despesas Intraorçamentária","2018-11-27T13:50:41Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3303906","Petrópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","31330031.8","298158","Total das Despesas Exceto Intra-Orçamentárias","2018-08-01T20:31:40Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3303302","Niterói","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13463729.8","511786","Total de Despesas Intraorçamentária","2020-01-30T19:20:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3156700","Sabará","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","235069.9","135421","Total de Despesas Intraorçamentária","2019-12-03T01:32:31Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3156700","Sabará","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","529240.11","135421","Total de Despesas Intraorçamentária","2019-12-03T01:32:31Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3529401","Mauá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","50604005.63","468148","Total das Despesas Exceto Intra-Orçamentárias","2020-01-30T22:39:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3163409","São José do Goiabal","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","799690.27","5454","Total das Despesas Exceto Intra-Orçamentárias","2020-02-12T12:27:37Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3131901","Itabirito","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","11999046.99","51281","Total das Despesas Exceto Intra-Orçamentárias","2019-10-24T18:58:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3302908","Miguel Pereira","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","307264.9","25493","Total de Despesas Intraorçamentária","2019-08-05T21:06:59Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3306206","Vassouras","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","250739.6","36702","Total de Despesas Intraorçamentária","2019-07-19T19:23:09Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3201308","Cariacica","ES","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","16622298.73","378603","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T18:33:03Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","365037.05","120510","Total de Despesas Intraorçamentária","2018-06-08T16:16:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","6","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","81742961.64","712749","Total das Despesas Exceto Intra-Orçamentárias","2019-01-30T22:17:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3548708","São Bernardo do Campo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","127398994.21","833240","Total das Despesas Exceto Intra-Orçamentárias","2019-05-17T01:31:16Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","768919.8","319146","Total de Despesas Intraorçamentária","2019-05-27T14:04:48Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3112505","Capim Branco","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","868884.41","9679","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T13:13:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3522208","Itapecerica da Serra","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1552666.95","169103","Total de Despesas Intraorçamentária","2018-09-28T15:03:00Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3516309","Francisco Morato","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","417532.37","174008","Total de Despesas Intraorçamentária","2019-05-31T01:35:38Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3518701","Guarujá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","63036414.44","318107","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T20:37:49Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3118007","Congonhas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11235917.44","53348","Total das Despesas Exceto Intra-Orçamentárias","2018-05-30T20:40:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","2","B","M","E","3171204","Vespasiano","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","11764349.13","120510","Total das Despesas Exceto Intra-Orçamentárias","2018-06-08T16:16:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3163409","São José do Goiabal","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","806447.08","5653","Total das Despesas Exceto Intra-Orçamentárias","2018-09-06T01:30:32Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3548708","São Bernardo do Campo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1896274.95","833240","Total de Despesas Intraorçamentária","2019-05-17T01:31:16Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3541000","Praia Grande","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","59655691.72","319146","Total das Despesas Exceto Intra-Orçamentárias","2019-05-27T14:04:48Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3147105","Pará de Minas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","496518.37","93101","Total de Despesas Intraorçamentária","2020-02-21T22:02:21Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3513009","Cotia","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1904822.43","233696","Total de Despesas Intraorçamentária","2018-11-26T20:07:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3118007","Congonhas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","13641169.06","53348","Total das Despesas Exceto Intra-Orçamentárias","2018-11-28T20:13:40Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3157807","Santa Luzia","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","879322.65","217610","Total de Despesas Intraorçamentária","2018-12-12T16:26:49Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3513801","Diadema","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7502651.64","415180","Total de Despesas Intraorçamentária","2018-12-12T19:12:23Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3118908","Cordisburgo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","864693.51","8883","Total das Despesas Exceto Intra-Orçamentárias","2019-10-01T01:38:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","4","B","M","E","3118908","Cordisburgo","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","609479.55","8883","Total das Despesas Exceto Intra-Orçamentárias","2019-10-01T01:38:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","1","B","M","E","3124104","Esmeraldas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5258943.22","68133","Total das Despesas Exceto Intra-Orçamentárias","2018-04-23T12:39:09Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3140001","Mariana","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1008548.8","59343","Total de Despesas Intraorçamentária","2018-07-31T01:35:45Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3518701","Guarujá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1528596.66","313421","Total de Despesas Intraorçamentária","2018-08-06T17:41:29Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3539806","Poá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","39731377.16","116530","Total das Despesas Exceto Intra-Orçamentárias","2020-02-11T12:35:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3162922","São Joaquim de Bicas","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","2681801.91","30989","Total das Despesas Exceto Intra-Orçamentárias","2019-06-26T15:58:06Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3509007","Caieiras","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","14640578.18","100129","Total das Despesas Exceto Intra-Orçamentárias","2019-12-16T17:19:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3509007","Caieiras","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","10608903.2","100129","Total das Despesas Exceto Intra-Orçamentárias","2019-12-16T17:19:33Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3154804","Rio Acima","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","74896.19","10203","Total de Despesas Intraorçamentária","2020-01-02T12:54:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3516408","Franco da Rocha","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1261059.19","152433","Total de Despesas Intraorçamentária","2019-11-26T14:04:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","12325164.9","149265","Total das Despesas Exceto Intra-Orçamentárias","2019-07-29T12:29:26Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3302809","Mendes","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3667335.56","18578","Total das Despesas Exceto Intra-Orçamentárias","2019-08-01T20:53:57Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3539806","Poá","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","25675673.29","116530","Total das Despesas Exceto Intra-Orçamentárias","2020-02-11T12:35:27Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3154804","Rio Acima","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","86361.21","10203","Total de Despesas Intraorçamentária","2020-01-02T12:54:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3303906","Petrópolis","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","58997791.7","305687","Total das Despesas Exceto Intra-Orçamentárias","2019-12-02T21:27:13Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3303609","Paracambi","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","12193876.35","51815","Total das Despesas Exceto Intra-Orçamentárias","2020-02-12T01:34:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3301900","Itaboraí","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","21238362.2","238695","Total das Despesas Exceto Intra-Orçamentárias","2019-12-04T15:53:01Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3545001","Salesópolis","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1657542.62","17022","Total das Despesas Exceto Intra-Orçamentárias","2020-02-04T12:06:44Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3304144","Queimados","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","14260610.9","149265","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T18:25:54Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3147402","Paraopeba","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1853773.57","24375","Total das Despesas Exceto Intra-Orçamentárias","2019-12-01T01:33:03Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3132206","Itaguara","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1750832.02","13278","Total das Despesas Exceto Intra-Orçamentárias","2019-05-28T20:06:07Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","4","B","M","E","3513504","Cubatão","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7116686.84","127887","Total de Despesas Intraorçamentária","2018-10-04T17:34:12Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3301900","Itaboraí","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","30969139.7","238695","Total das Despesas Exceto Intra-Orçamentárias","2020-03-23T15:39:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","3","B","M","E","3516408","Franco da Rocha","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","16346201.18","147650","Total das Despesas Exceto Intra-Orçamentárias","2018-08-01T01:35:18Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3548708","São Bernardo do Campo","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","18861310.4","833240","Total de Despesas Intraorçamentária","2019-05-17T01:31:16Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","2","B","M","E","3304904","São Gonçalo","RJ","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","1066185.4","1077687","Total de Despesas Intraorçamentária","2019-06-04T01:32:34Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","3","B","M","E","3115409","Catas Altas da Noruega","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","268719.2","3629","Total das Despesas Exceto Intra-Orçamentárias","2019-08-28T16:55:36Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","1","B","M","E","3547809","Santo André","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","55484013.82","716109","Total das Despesas Exceto Intra-Orçamentárias","2019-03-29T19:33:16Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2018","5","B","M","E","3547304","Santana de Parnaíba","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Saúde","28170690.81","129261","Total das Despesas Exceto Intra-Orçamentárias","2018-12-11T01:31:11Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","5","B","M","E","3136207","João Monlevade","MG","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7955934.5","79387","Total das Despesas Exceto Intra-Orçamentárias","2019-11-26T16:56:14Z","##------ Thu Nov 26 10:53:34 2020 ------##"
"2019","6","B","M","E","3545001","Salesópolis","SP","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2805338.78","17022","Total das Despesas Exceto Intra-Orçamentárias","2020-02-04T12:06:44Z","##------ Thu Nov 26 10:53:34 2020 ------##"
